 #,2022 GTMI Indicators & Sub-indicators NL,Response options & Data format NL,Operationalisatie,Prompt
12.5,Worden online Aanbestedingsgegevens gepubliceerd in lijn met OCDS?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Worden online Aanbestedingsgegevens gepubliceerd in lijn met OCDS? ? 

ANTWOORD: Er is een online aanbestedings portaal. Worden online Aanbestedingsgegevens gepubliceerd in lijn met OCDS. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Worden online Aanbestedingsgegevens gepubliceerd in lijn met OCDS? ? 

ANTWOORD:"
12.6,Wisselt het online Aanbestedingsportaal gegevens uit met andere systemen?,"0= Nee, 1= Ja (via verschillende interfaces) 2= Ja (via Government Service Bus)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (via verschillende interfaces) 2= Ja (via Government Service Bus)  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Wisselt het online Aanbestedingsportaal gegevens uit met andere systemen? ? 

ANTWOORD: 
 Ja, er is een online aanbestedings portaal. 
 Het online Aanbestedingsportaal wisselt gegevens uit met andere systemen. De volgende systemen wisselen gegevens uit met het online aanbestedingsportaal: 
Gegevensuitwisseling met andere systemen. 
 
VRAAG: Wordt het online Aanbestedingsportaal gebruikt voor het aanbesteden van overheidsopdrachten? ? 

ANTWOORD: 
 Het online Aanbestedingsport","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (via verschillende interfaces) 2= Ja (via Government Service Bus)  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Wisselt het online Aanbestedingsportaal gegevens uit met andere systemen? ? 

ANTWOORD:"
12.7,Enige innovatieve benadering in online Aanbesteding?,Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Enige innovatieve benadering in online Aanbesteding? ? 

ANTWOORD: Er is een online aanbestedings portaal: TenderNed. De enige innovatieve benadering in online Aanbesteding is de 'e-Notification'. De e-Notification is een bericht dat een aanbestedende dienst via TenderNed verstuurt naar alle ondernemers die zich als geïnteresseerde hebben aangemeld. Hiermee wordt een ondernemer op de hoogte gebracht van een aanbesteding. ","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Enige innovatieve benadering in online Aanbesteding? ? 

ANTWOORD:"
12.8,"Beheer van online Aanbestedingsoperaties (registers, beveiliging, audit trails, etc.)?","0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Beheer van online Aanbestedingsoperaties (registers, beveiliging, audit trails, etc.)? ? 

ANTWOORD: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Beheer van online Aanbestedingsoperaties (registers, beveiliging, audit trails, etc.)? ? 

ANTWOORD:"
12.8.1,Zo ja > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Ja, zie [URL naar online aanbestedings portaal] Ondersteunend document (rapport / URL) : [URL naar online aanbestedings portaal] 
","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een online aanbestedings portaal?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
13,Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld),"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld) ? 

ANTWOORD: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik) ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld) ? 

ANTWOORD:"
13.1,Officiële naam van de online schuldensysteem beheerder,Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Officiële naam van de online schuldensysteem beheerder ? 

ANTWOORD: Ja, er is een online schuldensysteem in gebruik. De Officiële naam van de online schuldensysteem beheerder is: Nederlandse Emissieautoriteit (NEa). ","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Officiële naam van de online schuldensysteem beheerder ? 

ANTWOORD:"
13.2,online schuldensysteem platform / beheerder URL,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de online schuldensysteem platform / beheerder URL ? 

ANTWOORD: [URL] ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de online schuldensysteem platform / beheerder URL ? 

ANTWOORD:"
13.3,Het online schuldensysteem is gelanceerd / zal worden gelanceerd in (jaar),YYYY,"Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Het online schuldensysteem is gelanceerd / zal worden gelanceerd in (jaar) ? 

ANTWOORD: Ja, er is een online schuldensysteem in gebruik. Het online schuldensysteem is gelanceerd / zal worden gelanceerd in (jaar). ","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Het online schuldensysteem is gelanceerd / zal worden gelanceerd in (jaar) ? 

ANTWOORD:"
13.4,Type software van online schuldensysteem,"0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Type software van online schuldensysteem ? 

ANTWOORD: 0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)  
VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Type software van online schuldensysteem ? (buitenlandse en binnelandse schuld) ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Type software van online schuldensysteem ? 

ANTWOORD:"
13.5,Afkorting van het online schuldensysteem oplossing,Tekst (kort),"Antwoord volgens het data-format. DATA FORMAT: Tekst (kort)  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Afkorting van het online schuldensysteem oplossing ? 

ANTWOORD: Ja, er is een online schuldensysteem in gebruik. oplossing is: SOLVIT 
ANTWOORD: Nee, er is geen online schuldensysteem in gebruik. ","Antwoord volgens het data-format. DATA FORMAT: Tekst (kort)  

VRAAG: Is er een online schuldensysteem in gebruik? (buitenlandse en binnelandse schuld), indien ja, wat is de Afkorting van het online schuldensysteem oplossing ? 

ANTWOORD:"
14,Is er een online systeem voor het beheer van Publieke investeringen in gebruik?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik? ? 

ANTWOORD: 
 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik) ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik? ? 

ANTWOORD:"
14.1,Naam van het  online systeem voor het beheer van Publieke investeringen (informatiesysteem),Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Naam van het  online systeem voor het beheer van Publieke investeringen (informatiesysteem) ? 

ANTWOORD: Ja, er is een online systeem voor het beheer van Publieke investeringen in gebruik. De Naam van het online systeem voor het beheer van Publieke investeringen (informatiesysteem) is: Investeringsportaal. 
VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Naam van het  online systeem voor het beheer van Publieke investeringen (informatiesysteem)","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Naam van het  online systeem voor het beheer van Publieke investeringen (informatiesysteem) ? 

ANTWOORD:"
14.2,URL van het CMIS portaal,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de URL van het CMIS portaal ? 

ANTWOORD: Er is een online systeem voor het beheer van Publieke investeringen (Publieke investeringen) in gebruik. De URL van het CMIS portaal is: [https://www.cmis.nl/](https://www.cmis.nl/). ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de URL van het CMIS portaal ? 

ANTWOORD:"
14.3, online systeem voor het beheer van Publieke investeringen is gelanceerd / zal worden gelanceerd in (jaar),YYYY,"Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de  online systeem voor het beheer van Publieke investeringen is gelanceerd / zal worden gelanceerd in (jaar) ? 

ANTWOORD: Ja, er is een online systeem voor het beheer van Publieke investeringen in gebruik. De online systeem voor het beheer van Publieke investeringen is gelanceerd / zal worden gelanceerd in (jaar) . 
VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de  online systeem voor het beheer van Publieke investeringen is gelanceerd / zal worden gelanceerd in (jaar)","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de  online systeem voor het beheer van Publieke investeringen is gelanceerd / zal worden gelanceerd in (jaar) ? 

ANTWOORD:"
14.4,Type software van  online systeem voor het beheer van Publieke investeringen,"0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Type software van  online systeem voor het beheer van Publieke investeringen ? 

ANTWOORD: 1: Maatwerk Software, 2: Commerciële/COTS Software, 3: Hybride (Maatwerk + COTS)  
VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Type software van  online systeem voor het beheer van Publieke investeringen ? ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Type software van  online systeem voor het beheer van Publieke investeringen ? 

ANTWOORD:"
14.5,functionele mogelijkheden van  online systeem voor het beheer van Publieke investeringen,"0= Onbekend, 1= Alleen Publieke Investeringen Systeem projecten register, 2= Register + Publieke Investeringen Systeem cyclus, 3= Register + Publieke Investeringen Systeem cyclus + Project monitoring","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Alleen Publieke Investeringen Systeem projecten register, 2= Register + Publieke Investeringen Systeem cyclus, 3= Register + Publieke Investeringen Systeem cyclus + Project monitoring  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de functionele mogelijkheden van  online systeem voor het beheer van Publieke investeringen ? 

ANTWOORD: Er is een online systeem voor het beheer van Publieke investeringen in gebruik. Het systeem is in gebruik genomen in 2012. Het systeem is in gebruik bij de Rijksdienst voor Ondernemend Nederland (RVO.nl). Het systeem is ontwikkeld voor het beheer van de publieke investeringen in de topsectoren. Het systeem heeft de volgende functionele mogelijkheden: 
1. Projecten register (alleen voor publieke invester","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Alleen Publieke Investeringen Systeem projecten register, 2= Register + Publieke Investeringen Systeem cyclus, 3= Register + Publieke Investeringen Systeem cyclus + Project monitoring  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de functionele mogelijkheden van  online systeem voor het beheer van Publieke investeringen ? 

ANTWOORD:"
14.6,Wisselt  online systeem voor het beheer van Publieke investeringen gegevens uit met andere systemen?,"0= Nee, 1= Ja (via verschillende interfaces) 2= Ja (via Government Service Bus)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (via verschillende interfaces) 2= Ja (via Government Service Bus)  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Wisselt  online systeem voor het beheer van Publieke investeringen gegevens uit met andere systemen? ? 

ANTWOORD: Nee, er is geen online systeem voor het beheer van publieke investeringen in gebruik. Er is wel een online systeem voor het beheer van publieke investeringen in ontwikkeling. Dit systeem is een vervolg op het systeem dat in gebruik was voor de Wet op het financieel toezicht (Wft). Het nieuwe systeem wordt eind 2015 in gebruik genomen. Het systeem zal gegevens uitwisselen met andere systemen. Het","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (via verschillende interfaces) 2= Ja (via Government Service Bus)  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Wisselt  online systeem voor het beheer van Publieke investeringen gegevens uit met andere systemen? ? 

ANTWOORD:"
14.7,"Publicatie van gegevens online systeem voor het beheer van Publieke investeringen, resultaten?","0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Publicatie van gegevens online systeem voor het beheer van Publieke investeringen, resultaten? ? 

ANTWOORD: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  
VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik? indien ja, wat is de Publicatie van gegevens online systeem voor het beheer van Publieke investeringen, resultaten? ? ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Publicatie van gegevens online systeem voor het beheer van Publieke investeringen, resultaten? ? 

ANTWOORD:"
14.7.1,Zo ja > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Ja, er is een online systeem voor het beheer van Publieke investeringen in gebruik. [Ondersteunend document (rapport / URL)] ","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een online systeem voor het beheer van Publieke investeringen in gebruik?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
